@relation 'out-weka.filters.unsupervised.attribute.Remove-R1_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SVMAttributeEval -X 1 -Y 0 -Z 0 -P 1.0E-14 -T 1.0E-5 -C 0.5 -N 0-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute '0.357rfc+0.356numberOfLinesOfCode+0.35 numberOfMethods+0.344wmc+0.307numberOfPublicMethods...' numeric
@attribute -0.67numberOfAttributes+0.647numberOfPublicAttributes+0.305numberOfPrivateAttributes-0.168numberOfPrivateMethods-0.056rfc... numeric
@attribute -0.361numberOfPublicAttributes+0.342fanIn-0.329numberOfPrivateMethods-0.3numberOfAttributes-0.283numberOfAttributesInherited... numeric
@attribute 0.632numberOfPrivateAttributes+0.531noc-0.387fanOut-0.212cbo+0.209numberOfAttributes... numeric
@attribute -0.517noc-0.382fanIn-0.334numberOfAttributes-0.322numberOfPublicAttributes-0.319cbo... numeric
@attribute -0.454numberOfPublicAttributes+0.393fanOut+0.337numberOfPrivateAttributes-0.33numberOfAttributes-0.327lcom... numeric
@attribute 0.412noc+0.372numberOfAttributesInherited-0.367numberOfMethodsInherited-0.319numberOfPrivateAttributes-0.313numberOfAttributes... numeric
@attribute -0.593fanOut+0.515fanIn+0.369numberOfPrivateMethods-0.265noc+0.202dit... numeric
@attribute '-0.563dit-0.526numberOfMethodsInherited-0.42numberOfAttributesInherited+0.23 numberOfAttributes+0.203numberOfPrivateAttributes...' numeric
@attribute -0.656numberOfAttributesInherited+0.444numberOfMethodsInherited+0.341noc-0.323numberOfPrivateAttributes-0.239fanIn... numeric
@attribute bugs {0,1}

@data
0.129932,0.228246,0.317752,0.111278,0.185162,0.190872,-0.799577,-0.099242,0.822777,-0.213046,0
-0.612928,0.370724,0.158554,1.062783,0.883934,0.303292,-0.693877,-0.06111,1.187204,-0.466638,0
-0.771554,0.026377,0.564482,-0.379509,0.393849,-0.63372,0.35839,0.14977,1.34282,0.166066,0
0.082482,0.320767,0.72051,-0.481551,-0.332866,0.01974,-0.430772,0.241328,1.342346,-0.319737,0
0.540253,-0.071979,0.362492,-0.456363,0.675189,-0.505568,0.27096,-0.148099,0.839281,0.313854,0
2.500507,0.2707,-1.707396,-0.269197,-1.169782,-0.082682,1.143918,-1.113658,-2.603075,0.268317,1
-0.573417,0.453718,-0.029637,1.08766,0.75109,0.093265,-0.636016,0.006335,1.344527,-0.486093,0
-1.430101,-0.097424,-1.434752,0.14724,-0.04606,-0.188976,0.226879,0.427651,-3.175768,-0.629168,0
-0.88153,-0.025938,-0.242699,-0.5973,0.04838,0.186202,-0.26254,0.008926,-0.691016,0.235779,0
25.725105,0.599647,5.084332,-0.337747,4.344004,-9.510857,2.329221,-0.293618,-3.574431,0.241826,1
-0.517101,-0.005357,-0.131203,0.115537,0.524299,-0.049211,-0.197277,0.035762,-0.280093,0.144053,1
-0.328492,-0.090198,-0.07215,-0.796527,0.22243,0.405136,-0.265977,-0.116513,-0.157537,0.698865,0
0.008791,-0.145127,-0.328293,-0.377202,-0.630871,-1.601606,-0.361398,-0.210086,1.822877,0.135174,0
-1.242535,-0.100896,0.544398,-0.083669,0.396623,-0.391974,0.080713,0.182483,1.283402,0.10141,0
-1.095389,-0.030312,0.515151,-0.414099,0.352821,-0.304103,0.149451,0.123992,0.757144,0.193769,0
-0.653672,-0.023967,0.732724,0.16819,-0.637017,0.399973,0.28749,-0.459988,0.147375,1.002687,0
-1.238695,-0.040587,0.585227,-0.293618,0.42987,-0.465569,0.312361,0.295409,0.938728,0.143184,0
-1.214369,-0.13981,-1.511817,0.510996,-0.023769,-0.389145,0.078804,0.50154,-3.066938,-0.77326,0
-1.16344,0.054437,0.411821,0.129247,0.564054,-0.15524,-0.096124,0.230918,0.819079,0.105047,0
-1.047225,0.000281,0.571161,-0.404311,0.351265,-0.474994,0.351391,0.189581,1.370137,0.143882,0
-0.161802,0.189041,-0.135399,0.057427,0.414166,0.690143,-0.92414,-0.285301,0.062257,0.244076,0
-1.094748,0.115327,0.185791,0.333271,0.583088,-0.011753,-0.266783,0.267835,0.58439,0.004955,0
-0.965091,-0.010009,0.730778,-0.232752,0.175786,-0.326528,0.035037,0.254823,1.379626,-0.119993,0
-0.935979,0.005053,-1.142697,0.009726,-0.066302,-0.468451,0.285035,0.01387,-2.475463,-0.76988,0
-1.288509,-0.041195,0.331786,-0.254694,0.351902,-0.401786,0.229201,0.329038,0.41587,0.096126,0
0.262365,0.472343,-0.109318,1.512355,1.070956,0.505569,-0.516385,-0.531288,1.528829,-1.383342,0
-0.537958,0.027702,0.575479,0.452278,-0.64543,0.091721,0.34492,-0.25889,-0.592637,0.728193,0
-0.884674,0.079596,0.760632,-0.062162,0.49258,-0.117893,0.017764,0.074618,1.313971,-0.158556,0
-1.453859,-0.05768,0.06652,-0.098383,0.390274,-0.460657,0.193226,0.475734,-0.029424,0.189149,0
-0.942003,0.059591,0.29614,0.283672,0.688648,0.022596,0.061163,0.311815,1.178254,-0.12611,0
-0.424623,0.057268,-0.235406,0.571414,0.622683,0.067893,-0.506947,-0.053944,-0.131838,-0.099757,0
-0.944397,0.011528,-0.354855,-0.309365,0.118461,-0.245865,-0.138721,0.300378,-0.675253,0.30798,1
2.745125,-0.172015,-1.349656,-1.649307,-0.187642,0.685133,0.302151,-1.795207,-1.940942,-0.53643,1
-0.934666,0.051304,0.667581,0.819495,-0.446857,0.015467,0.544603,-0.114244,-0.03215,0.551768,0
-1.518166,-0.157187,-0.311901,0.07176,0.252681,-0.359564,-0.029973,0.797782,-1.017297,0.214927,1
-1.154738,-0.043126,-1.365444,0.196732,-0.017372,-0.466498,0.269706,0.297761,-2.962822,-0.649574,0
-0.386358,-0.476871,0.450964,-0.604827,0.136721,-0.364628,0.057496,-0.278773,1.339849,0.116757,1
-1.367244,-0.074489,-1.048739,1.163542,0.201307,-0.054097,-1.446785,1.051352,-3.427298,2.053364,0
1.077059,0.016868,0.157771,-0.574695,-0.786048,1.077666,-0.910404,-0.50974,-1.770949,1.363446,0
3.473948,-0.29264,-1.066507,-1.02573,-0.059831,0.939413,-0.686156,-0.751455,0.87108,0.443941,1
-1.434352,-0.086422,0.320034,-0.359396,0.246428,-0.422082,0.913935,-0.104894,0.749377,-0.790334,1
-0.100391,-0.1289,0.70174,-0.661981,0.436301,-0.019168,0.43345,0.259196,1.175867,0.158471,0
-0.192221,0.085221,0.708092,0.352161,-0.965589,0.2181,0.077102,-0.056747,-0.753692,0.660885,0
-0.78039,0.058596,-0.138437,0.443126,0.582148,-0.041165,-0.336705,0.110735,-0.171655,-0.010624,0
-0.884759,-0.004791,-0.096993,0.241995,0.524944,-0.126546,-0.206656,0.141176,-0.228289,0.102698,0
-0.479203,-0.20474,0.915267,-0.391709,-0.079317,-0.078044,0.202536,-0.302461,1.073995,0.220097,0
-0.453522,0.176049,-0.782426,-0.310556,-0.09984,0.082654,0.505041,-0.752951,-0.662322,-1.387414,0
11.771431,0.636945,1.665335,-0.905023,-0.930704,4.162978,-2.391351,1.521554,0.3089,-2.089044,1
-0.566565,-0.050104,0.646145,-0.14806,0.669502,-0.704223,0.056109,0.078332,0.148977,0.189443,0
-1.233112,-0.049069,0.864068,-0.400013,0.363035,-0.334532,0.329939,0.27604,1.259434,0.037994,0
-0.029154,-0.060941,0.160668,-1.097503,0.102411,0.385911,0.007124,-0.610707,0.326244,0.170387,1
-0.994578,0.190688,0.520209,0.402106,0.680889,0.008228,-0.099009,0.031603,1.554592,-0.324192,0
-1.322582,-0.081054,-0.936751,-0.028799,0.003241,-0.256519,0.529741,0.105185,-2.066649,-0.834211,0
2.134544,0.858183,-0.321452,-0.363653,-0.332027,0.780756,-1.551644,-1.361862,1.64575,-0.508023,1
-0.957666,0.016834,-0.001643,-0.413681,0.208342,-0.184872,-0.340551,0.038312,-0.022362,0.619234,1
-0.549464,-0.117851,0.011354,-0.326952,0.384133,-0.0114,-0.660279,-0.064361,-0.837482,0.901065,0
-0.431028,-0.064418,-0.275959,-0.649669,0.170191,0.24999,-0.245236,0.107437,0.02676,0.726922,0
-0.369333,0.147864,-0.117628,0.121483,-0.623169,-0.366842,0.317628,0.00416,-0.214024,0.616101,1
-1.504349,-0.095979,-1.210122,0.167376,0.012132,-0.305456,0.383159,0.407756,-2.718462,-0.723345,0
-0.342688,-0.044589,0.896103,-0.616,0.095656,0.151651,-0.174425,-0.09232,1.173821,-0.14188,0
-0.667254,0.086483,0.386207,-0.493184,0.220901,-0.516558,0.014867,-0.037952,0.864133,0.252806,0
0.765434,0.257371,-0.355593,1.519681,0.71094,0.51386,-1.34944,-0.065029,-0.024664,-0.682296,0
-0.856845,-0.013651,-0.565114,0.375822,-0.760812,0.101099,0.617252,-0.055046,-2.523123,-0.580962,0
-1.030532,-0.026285,0.620029,-0.458332,0.373022,-0.357231,0.334614,0.131798,1.330787,0.138238,0
-1.244806,-0.052617,-1.081606,-0.039408,-0.001567,-0.329968,0.535132,0.092569,-2.19194,-0.867418,0
-0.64338,0.00531,0.544567,-0.464476,0.285833,-0.508208,0.187677,0.08847,1.239543,0.208145,0
-1.028333,-0.009856,0.205797,-0.184442,0.420369,-0.027987,-0.18108,0.15086,0.233032,0.317309,0
0.172405,0.084635,-0.774504,-0.670196,-0.141647,0.726008,0.260658,-1.085447,-1.152367,-1.339191,1
-1.199403,0.065776,-0.454563,0.213042,0.192586,-0.256989,0.810142,-0.181022,-0.637468,-1.566496,0
-1.180964,-0.056641,0.886191,-0.360175,0.459241,-0.411578,0.335372,0.191826,1.233189,0.05661,0
-0.637683,-0.150482,-0.439261,-0.328455,-0.154214,-0.574558,-0.476846,0.056597,0.090443,0.582174,1
-0.179064,0.144579,0.666432,-0.29947,0.337892,0.485771,-0.330579,-0.262164,1.312235,-0.261425,0
-0.541965,0.03337,-0.238827,0.435183,0.425742,0.046916,-0.507217,0.299054,-0.61034,-0.013956,0
-0.44728,0.118415,-0.308311,0.791097,0.682104,0.15431,-0.628525,-0.081872,-0.046007,-0.206158,0
-1.303682,-0.060127,0.793381,-0.370958,0.457161,-0.382585,0.382199,0.188133,1.28077,0.088777,0
3.009645,-0.122794,0.175568,-1.567549,-0.471727,1.466963,-1.864934,-0.39686,-2.324005,1.02191,0
-0.901762,0.029923,0.558188,-0.383922,0.354099,-0.593575,0.32985,0.160229,1.364887,0.15116,0
-0.612928,0.370724,0.158554,1.062783,0.883934,0.303292,-0.693877,-0.06111,1.187204,-0.466638,0
-1.017877,-0.007241,0.866145,-0.218713,0.074923,-0.241049,0.50486,-0.017487,1.24169,0.266882,0
-0.530309,0.037531,-0.821237,0.133649,-0.707416,0.047904,0.842533,-0.6347,-2.14359,-0.58402,0
-1.338372,-0.068889,0.517681,-0.295742,0.416163,-0.295076,0.137263,0.299522,0.694775,0.316254,0
5.827424,0.110621,0.875791,-1.424194,-0.864058,1.689336,-2.452211,-1.915942,-3.497281,1.532488,1
0.342148,0.258408,0.183629,-1.687777,-0.523214,0.531292,-0.564762,-1.188084,1.231271,0.232809,0
-1.153707,0.006384,0.758662,-0.237454,0.503081,-0.259805,0.296156,0.085021,1.415558,-0.08091,0
1.843537,0.123244,0.278716,-0.778242,-0.037207,0.048357,0.701144,-0.292097,1.127423,0.511431,1
-0.707858,-0.185152,-0.364665,0.015903,0.440076,-0.091943,-1.043466,0.259459,-1.703136,1.401734,0
-1.143424,0.027312,-0.859125,0.122985,-0.054392,-0.221847,0.402304,0.121854,-1.818624,-1.097929,0
1.499811,0.298493,-0.437108,-0.699837,0.077631,-0.938352,-0.338449,-0.384572,0.722859,0.722413,0
-1.236494,-0.088588,-1.127448,0.026976,0.062709,-0.333754,0.612715,0.210402,-2.158264,-0.847125,0
-1.185284,-0.084619,0.806755,-0.427549,0.376854,-0.324313,0.313047,0.169519,1.267439,0.064705,0
-1.449506,0.021143,-1.530199,0.232582,-0.202562,-0.541311,0.251978,0.37612,-2.871282,-0.720262,0
-0.690854,-0.089478,-0.467121,0.253653,0.000978,0.224723,-1.109902,0.263792,-2.404426,1.68294,0
1.395817,0.020083,0.244572,-0.480999,0.61148,1.212487,-0.299076,-0.429475,1.31552,-0.126697,1
-1.172371,-0.032424,0.521127,-0.378275,0.363561,-0.344264,0.203426,0.19201,0.818865,0.179839,0
-1.084901,0.051741,-0.546054,0.663759,-0.63066,-0.490052,0.876719,0.050559,-1.983316,-0.599363,0
-0.162376,-0.010613,-0.301124,0.4986,0.595785,0.149018,-0.69641,-0.253438,-0.289177,-0.000194,0
0.211151,-0.064868,-0.084612,-1.252337,0.002744,0.62707,-0.138629,-0.698581,-0.076105,0.256415,1
-0.120215,-0.069753,-0.754502,-0.145737,-0.188029,0.732848,-1.566091,-0.178405,-3.032418,1.889221,0
3.201506,0.156394,-0.721191,-1.988109,-0.108999,0.994305,-0.16498,-1.16501,0.376655,0.944896,1
-1.295152,-0.106636,0.209759,-0.267694,0.31739,-0.260781,0.174523,0.287982,0.171752,0.124902,0
-1.2862,-0.038352,-0.656007,0.10036,0.035162,-0.414793,0.787257,-0.026657,-1.0257,-1.38426,0
-0.510413,0.072372,-0.121155,0.367851,0.380179,-0.007648,-0.480702,0.182632,-0.217169,-0.043765,0
0.008438,0.16379,-0.330859,-0.904132,-0.197784,0.006152,-0.48218,-0.310356,0.475364,0.693372,0
-1.168496,-0.23485,0.802421,-0.096997,0.07302,-0.337607,0.479122,-0.024468,1.312041,0.240763,0
4.687467,0.562529,2.748943,-0.645632,-2.863004,0.492309,-0.500878,0.633399,-0.444797,-0.264176,1
2.520254,0.290634,-0.941466,-0.611118,0.398177,2.639036,-0.838978,-1.093024,1.771921,-0.224376,0
-0.3273,-0.056413,-1.318896,-0.10606,-0.421784,0.240078,0.438024,-0.176594,-2.891527,-0.423351,1
-1.055667,0.055599,0.34791,-0.377084,0.233686,-0.526745,0.165088,0.195079,0.903759,0.210025,0
-0.773987,-0.237438,0.603885,-0.425579,0.264722,-0.243948,0.145045,0.285102,0.885924,0.082206,0
3.212807,-0.497198,-0.965746,-1.213802,-0.150671,1.308493,-0.651636,-0.63928,-1.703889,1.76059,1
-0.564169,-0.127918,-0.634299,0.042715,0.473087,0.007714,-1.248305,0.299701,-2.396883,1.668782,0
0.048894,-0.081758,-0.110782,-0.908034,0.15554,0.376923,-0.286632,-0.279398,0.325676,0.697856,0
3.098193,0.445002,-1.026458,-0.794801,-0.806,1.505689,-0.730821,-0.36272,-0.424375,-0.837214,1
-1.349914,-0.066877,0.559794,-0.257423,0.394739,-0.328091,0.145656,0.40019,0.694231,0.288477,0
2.709017,0.24635,0.456216,-0.500342,-0.532504,-1.004489,0.260639,0.719916,0.227753,0.534832,0
-1.1721,0.051822,0.248142,0.125608,0.516883,-0.08618,-0.155247,0.294554,0.517053,0.109936,0
-1.378866,-0.017741,-0.915011,-0.017295,-0.074082,-0.43769,0.59436,0.125526,-1.776353,-0.963879,0
-0.155671,-0.07185,0.325117,-0.88172,0.308696,0.140504,0.326779,-0.166623,1.215324,0.255342,0
-1.252634,0.003756,0.686615,-0.142215,0.460812,-0.244941,0.139851,0.247438,1.200376,0.091678,0
0.646563,0.118299,-0.780808,-0.792373,-0.16713,-0.494644,0.803078,-0.004616,-0.063726,-0.141199,0
-1.349782,0.033232,-0.266544,1.441962,-1.290845,-0.101098,1.714963,-0.429045,-1.92961,-0.087999,0
-1.398382,-0.056222,-0.358739,-0.230289,0.026774,-0.380522,1.074535,-0.103312,-0.718157,-1.378067,0
-1.23356,-0.003358,0.876933,0.202193,-0.132027,-0.385313,0.763216,-0.136391,1.300992,0.465856,0
-0.959875,0.004001,-1.140514,0.109068,-0.495839,-0.060947,0.469162,-0.038012,-2.350083,-0.566136,0
-0.254468,0.055856,0.582137,-0.071822,0.746705,-0.152589,-0.253838,-0.34341,0.589672,0.107952,0
